0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
884,campur,verb,to mix to such an extent that the contents cannot be separated or distinguished,,,,,,,,,,,,,,,,,,,pacampu-campur akang,
885,campur,verb,to thoroughly mix up and confuse a large number of things <haphazard>,ini pasi ipacampu-campur akang bena yogo basusung,"They mix them up haphazardly,",,,,,,,,,,,,,,,,,pacampurang,
886,campur,noun,"the place for mixing, e.g. a trough for cement, the mix or mixture",,,,,,,,,,,,,,,casual,,,,,
887,camuni,,,,,,,,,,,,,,,,,,,,,camuni akang,
888,camuni,verb,"to hide, conceal, or secrete s.t.",,,,,,,,,,,,,,,,,,,bacamuni,
889,camuni,intransitive verb,to hide o.s.,manusia tama de itu ka bawa bacamuni de itu,People enter there in the west (and) hide,,,,,,,,,,,,,,,,,bacamuniang,
890,camuni,intransitive verb,to hide (of several persons),tampa bacamuniang,"hiding place, i.e. a place where persons hide themselves",,,,,,,,,,,,,,,,,,
891,cana,,,,,,,,,,,,,,,,,,,,inycana,,
892,canga,noun,"performance of an adat dance, usually a war dance, esp. to obtain contributions for a",,,,,,,,,,,,,,,,,,,bacanga,
893,canga,intransitive verb,to engage in such an activity,,,,,,,,,,,,,,,,,,,,
894,canggar,intransitive verb,erect (of the penis),,,,,,,,,,,,,,,,,,,canggar akang,
895,canggar,verb,to manipulate the penis until it is erect (for someone else),,,,,,,,,,,,,,,,,,,pacanggari,
896,canggar,verb,to stimulate or excite someone sexually with suggestive talk or action,kau babicara kura-kurang ajar kau mupacanggari kami,You have been telling dirty,,,,,,,,,,,,,,,,,,
897,capa-capa,,,,,,,,,,,,,,,,,,,,bacapa-capa,,
898,capaka,noun,"kind of tree with showy flowers of the magnolia family, the champac or champaka,",,,,,,,,,,,,,Michelia,,,plant,,,,
899,capatu,noun,shoe,,,,,,,,,,,,,,,,clothing,,,,
900,cap-cáp,ideophone,the sound of smacking and chomping,,,,,,,,,,,,,,,,,,,bacap-cáp,
901,cap-cáp,intransitive verb,"to chomp, to smack lips, to snack, esp. to eat while walking",,,,,,,,,,,,,,,,,,,,
902,capeo,noun,hat,,,,,,,,,,,,,,,,clothing,,,,
903,capilóng,noun,"kind of tree, probably a TM term",,,,,,,,,,,,,,,,plant,,olong,,
904,capát,adverb,fast,gunanya itu taasapi buáng supaya ia capát masak,"The purpose of it, of our smoking",,,,,,,,,,,,,,,,,cacapát,
905,capát,adverb,"immediately, very quickly",batikang de kapala kampung itu su: cacapát ka ba:,Tell the village head to order (them),,,,,,,,,,,,,,,,,pacapáti,
906,capát,verb,"to accelerate the speed of s.t., to encourage someone to be faster",paguna:ngimu itu mupacapati hadiki,Speed up your work a little.,,,,,,,,,,,,,,,,,,
907,cara,noun,"manner, way",carana,"its manner, the way",,,,,,,,,,,,,,,,,,"cara deminya/ \df how to, the way to (do s.t.) \il  pasi musauk cara deminyá How do they scoop them out? \il  daulu mangaji cara deminyá In the old days what was the manner of studying the Quran?"
908,carama,noun,"lecture, usually on religious topics",,,,,,,,,,,,,,,,,,,,
909,carangenge,noun,"petulance, a tendency to whine and pout",,,,,,,,,,,,,,,,,,,,
910,caranya,preposition,in the manner,,,,,,,,,,,,,,,,,Indonesian,,,
911,carita,noun,story,,,,,,,,,,,,,,,,,,,carita akang,
912,carita,verb,to narrate s.t.,,,,,,,,,,,,,,,,,,,bacarita,
913,carita,intransitive verb,"to tell a story, to chat, converse or gossip",ibaca moyo tu duduk bena bacarita,They do not recite the Quran,they simply sit down,,,,,,,,,,,,,,,,,
914,cati,intransitive verb,"to show off, to be overbearingly proud, to be smug and pampered",,,,,,,,,,,,,,,,,,,cati akang,
915,cati,verb,to pamper someone,,,,,,,,,,,,,,,,,,,bacati,
916,cati,intransitive verb,to engage in pampering,,,,,,,,,,,,,,,,,,,,
917,catu,transitive verb,to grant a prayer or wish,Basáng ompu mucatu dadi bo: rijikí.,"If the Lord grant (it), it will become bounteous.",,,,,,,,,,,,,,,,,,
918,catut,,,,,,,,,,,,,,,,,,,,,bacatut,
919,catut,intransitive verb,to seek a profit in commercial transactions,,,,,,,,,,,,,,,,,,,,
920,caya,noun,"daytime, noontime",tala caya,It's daytime!,,,,,,,,,,,,,,,,,,"cayana \df the next day, the morrow, caya ka ba: \df the next day \crm   tidu caya-caya \crm  damping caya \af  bacaya \ps  vi \df to stay up talking till dawn"
921,ce,,,,,,,,,,,,,,,,,,,,ce',,
922,cece,vetitive,"don't, never mind, disregard",Cece mulonggar te mamis.,Don't drink sweet tea.,cece dua pulu belék basisa ke ada,"Never mind twenty cans, there can be even more!",,,,,,,,,,,,,,,,"cece mo \df lest, in the untoward event that \il  tabotang puang manusia banyak sabáp cece mo idoá:kang kita  Keep the community foremost in your mind lest someone curse us."
923,cece,noun,great-grandchild,,,,,,,,,,,,,,,,kinship,,totu,,
924,cege,noun,,,,,,,,,,,,,,,,,,,,,
925,cimbat,noun,"kind of bird, perhaps the blue-crowned hanging parrot,",,,,,,,,,,,,,Loriculus galgulus,,,bird,,,,
926,cina,noun,"China, Chinese",,,,,,,,,,,,,,,,place name,,,,
927,cinta,noun,"love, affection",,,,,,,,,,,,,,,,,,,,
928,cinta,verb,to love someone,,,,,,,,,,,,,,,,,,sayang,bacinta,
929,cinta,intransitive verb,"to court, to be in a love relationship",,,,,,,,,,,,,,,,,,,bacibacinta:ng,
930,cinta,intransitive verb,to love e.o.,,,,,,,,,,,,,,,,,,,,
931,cinga-cinga,noun,"kind of plant,",,,,,,,,,,,,,Wedelia biflora,,,plant,,,,
932,cinycing,noun,ring,,,,,,,,,,,,,,,,,,,,
933,cinycíng,noun,"kind of insect, dragonfly, order Odonata",,,,,,,,,,,,,,,,insect,,,,
934,cipo,noun,"robe, covering all but the face and hands, worn by women performing the Islamic",,,,,,,,,,,,,,,,clothing,,,,
935,cir,ideophone,"the sound or sensation of buzzing, ringing and other resonations",,,,,,,,,,,,,,,,,,,bacír,
936,cir,intransitive verb,to experience ringing (in the ears),,,,,,,,,,,,,,,,,,,,
937,circír,noun,kind of insect,,,,,,,,,,,,,,,,insect,,,,
938,circír,noun,kind of plant,,,,,,,,,,,,,,,,plant,,,,
939,citcít,,,,,,,,,,,,,,,,,,,,,bacitcít,
940,citcít,intransitive verb,"to be spotted, checkered or variegated",,,,,,,,,,,,,,,,,,cicak,,
941,cobo,verb,"to pinch off a bit (of food, tobacco, etc.), to take food and pop it into o.'s mouth",,,,,,,,,,,,,,,,,,,co-coboi,
942,cobo,verb,"to repeatedly snap up s.t. to eat (e.g., eating from a plate of snacks, peanuts, etc.)",,,,,,,,,,,,,,,,,,,,
943,cocok,intransitive verb,"appropriate, fitting",paguna:ng itu cocok moyo,That job was not appropriate (for me).,,,,,,,,,,,,,,,,,,
944,cocokoi,noun,"kind of bird, the maleo,",,,,,,,,,,,,,Macrocephalon maleo,,,bird,,,,"cocokoi tumana \df kind of mite, order Acari \sf  insect"
945,cocoromi,intransitive verb,"distorted (of the mouth), twisted (of the lips)",,,,,,,,,,,,,,,,,,,,
946,cocók,noun,"kind of bird, a small gray heron",,,,,,,,,,,,,Ardeidae,,,bird,,"soi, sueko",,
947,coe,noun,"kind of culinary preparation, steaming",roti coe,a steamed bun,,,,,,,,,,,,,,,,,coe-coe,
948,coe,noun,"kind of cooking utensil, a steamer",,,,,,,,,,,,,,,,utensil,,,,
948,coe,noun,"kind of cooking utensil, a steamer",,,,,,,,,,,,,,,,culinary,,,,
949,cofo,noun,the relationship between two persons who marry into the same family <in-law>,,,,,,,,,,,,,,,,kinship,,,,
950,cogor,,,,,,,,,,,,,,,,,,,,,cogori,
951,cogor,intransitive verb,to urinate in a standing position,,,,,,,,,,,,,,,,,,,,
952,cogor,transitive verb,to urinate on someone,,,,,,,,,,,,,,,,,,,bacagorang,
953,cogor,intransitive verb,"to be in a standing position (of several persons), e.g. to rest in a standing posture, to be erect (of a stand of trees or plants)",,,,,,,,,,,,,,,,,,,cogor-cogor,
954,cogor,intransitive verb,"very straight (posture), vertical, ramrod",,,,,,,,,,,,,,,,,,,,
955,coho,verb,to treat s.t. by dripping medicine onto it,Ia macoho matana ia.,He's dripping medicine into his eye.,,,,,,,,,,,,,,health,Malay,,bacoho,
956,coho,intransitive verb,to treat the hair by smearing coconut flesh into it,,,,,,,,,,,,,,,,,,inyjang,,
957,cokang,noun,"a military rank in the Japanese army of the occupation, commander",,,,,,,,,,,,,,,archaic,,,,,
958,cokur,noun,"kind of medicinal rhizome, the lesser galangal,",,,,,,,,,,,,,Kaempferia galanga,,,plant,,,,
959,cole,noun,"camisole, women's undergarment",,,,,,,,,,,,,,,,,,,,
960,colóp,verb,to dip s.t.,,,,,,,,,,,,,,,,,,,colópi,
961,colóp,verb,to dip s.t. for s.o,mucolópi aku baku habua,Dip a piece of sago bread for me,,,,,,,,,,,,,,,,,colóp akang,
962,colóp,verb,to dip s.t. (into a liquid) at someone's request,,,,,,,,,,,,,,,,,,,colópi akang,
963,colóp,verb,to dip s.t. (specific) at someone's request,ia mucolópi akang capeo de paisu dalama barang bagaji,She dipped the hat in water,,,,,,,,,,,,,,,,,bacolóp,
964,colóp,intransitive verb,"to be dipped, to be immersed",kuidap angat po aku bacalóp,I felt hot so I took a dip,,,,,,,,,,,,,,,,,pacolóp akang,
965,colóp,verb,to soak s.t. for a rather long time,,,,,,,,,,,,,,,,,,,,
966,cring,ideophone,sound of a plate falling and shattering,,,,,,,,,,,,,,,,,,,,
967,cris-cris buf,ideophone,sound of a durian falling,,,,,,,,,,,,,,,,,,,,
968,cu,,,,,,,,,,,,,,,,,,,,cucu,,
969,cucu,noun,grandchild,,,,,,,,,,,,,,,,,,,pacucuang,
970,cucu,noun,"a familial set, grandparents and grandchildren",,,,,,,,,,,,,,,,kinship,,,sapacucuang,
971,cucu,noun,related within that familial set (which may include great-aunts and great-uncles as,,,,,,,,,,,,,,,,,,,,
972,cuit,noun,kind of small yellow and black bird with a melodious morning song,,,,,,,,,,,,,,,,bird,,,,
973,cuit,,,,,,,,,,,,,,,,,,,,limo,,
974,cuka,noun,"palm sap, esp. as vinegar or palm wine",,,,,,,,,,,,,,,,,,,,
975,cukmár,verb,to finish s.t. off,,,,,,,,,,,,,,,coarse,,,,,
976,culas,intransitive verb,insincere,,,,,,,,,,,,,,,,,,,,
977,culik,verb,"to skewer s.t., to point at s.t. or someone",muculik awatar ka tapabua sate,You skewer sago grubs so we can make satay,kana: muculik aku,Why are you pointing at me?,,,,,,,,,,,,,,,culiki,
978,culik,verb,to point out someone or s.t. or skewer s.t. for someone,pesa muculiki aku si Umar de mana ia?,Please point out Umar to me. Where is he?,,,,,,,,,,,,,,,,,culik akang,
979,culik,verb,to point at or point out someone or skewer s.t. at someone's request,culik akang langker Umar di mana,Point out for him where Umar is.,,,,,,,,,,,,,,,,,baculik,
980,culik,intransitive verb,"to be engaged in pointing out, to work at skewering",cece kau baculik de ini paposong,Don't go about pointing at things: here it is a taboo,pasi baculik sate de pasar,They skewer (regularly work at skewering) satay at the,,,,,,,,,,,,,,,bacubaculikang,
981,culik,intransitive verb,"to point at e.o., to accuse e.o.",,,,,,,,,,,,,,,,,,,panyculik akang,
982,culik,verb,"to cause s.t. to be skewered at someone's request, to appoint or elect someone",,,,,,,,,,,,,,,,,,,,
983,cunting,noun,"anal muscles, esp. when distended <anus>",,,,,,,,,,,,,,,,,,,,cunting naulur \df hemorrhoid \sf  body \crm  burit posuka
984,cung,verb,"to sniff s.t., to kiss s.t.",,,,,,,,,,,,,,,,,,,cungi:,
985,cung,verb,to sniff at s.t.,pesa kau mucungi: makanang itu tala jat ka bolung,Please sniff that food. Is it spoiled,,,,,,,,,,,,,,,,,bacungiang,
986,cung,intransitive verb,"to kiss e.o., to nuzzle e.o.",,,,,,,,,,,,,,,,,,,pacung akang,
987,cung,verb,"to sniff out s.t., to search for s.t. by smelling (e.g. look for durian)",,,,,,,,,,,,,,,,,,,,
988,cupil,noun,a stage in the growth of a coconut; the fruit is quite small,,,,,,,,,,,,,,,,,,,,
989,curi,verb,to steal,Ia tala ma curi pondoku bena ma umbuk halál.,"He stole my shirt, then asked for my",,,,,,,,,,,,,,,,,curi:,
990,curi,verb,to steal s.t. for someone,Curi: aku baku habua.,Steal me a piece of sago bread.,,,,,,,,,,,,,,,,,curi akang,
991,curi,verb,to steal on someone's behalf,Danycanaka ia musu: ia curi akang nggaoti tolu biji.,His brother told him to steal three coconuts.,,,,,,,,,,,,,,,,,bacuri,
992,curi,intransitive verb,to engage in thieving and pilfering,Ia bapaguna:ng mo dugana bacuri manuk torus.,"He doesn't work, he just steals",,,,,,,,,,,,,,,,,bacuriang,
993,curi,intransitive verb,to steal from e.o.,,,,,,,,,,,,,,,,,,,pacuri-curi akang,
994,curi,verb,"to steal someone's things on successive occasions (e.g. to steal a shirt, then some days later",,,,,,,,,,,,,,,,,,,manycuri,
995,curi,intransitive verb,to engage in thefts and robberies,,,,,,,,,,,,,,,,,,,,
996,curít,noun,kind of hard finger-shaped cookie of sago,,,,,,,,,,,,,,,,sago,,,,
996,curít,noun,kind of hard finger-shaped cookie of sago,,,,,,,,,,,,,,,,food,,,,
997,cuti,noun,"holiday, vacation",,,,,,,,,,,,,,,,,,,,
998,cuti,,,,,,,,,,,,,,,,,,,,iyu cuti,,
999,da:,locative,"the direction of the land, landside",aku ka daya maramas ka da: nang angat,I went inland to process sago there in all that,,,,,,,,,,,,,,,,"daya, inda:",,
1000,da,,,,,,,,,,,,,,,,,,,,,,da...mo \ps  part \df definitely not \il  Ke aku da sopang mo. But I didn't go out at all.
1001,dabu-dabu,noun,"kind of spicy, sour sauce to accompany roasted fish or boiled vegetables",,,,,,,,,,,,,,,,culinary,,,,"dabu-dabu acar \df kind of sour salad of raw vegetables, esp. cucumber, shallots, and French beans \sf  food, dabu-dabu beo \df kind of condiment of ground chiles, salt and lime juice \sf  culinary, dabu-dabu bonyci \df kind of sauce made of ground peanuts and spices \sf  culinary, dabu-dabu garu \df kind of condiment of dry-fried grated coconut sauted with spices and coconut cream \sf  culinary, dabu-dabu kasawari \df kind of compote of eggplant, mawe fruit and other ingredients \sf  food, dabu-dabu komos \df kind of condiment made of coconut, pepper and a souring agent \sf  culinary, dabu-dabu lano \df kind of condiment made with crispy dregs of oil and fish with chiles \sf  culinary, dabu-dabu manta \df kind of condiment of sliced chiles and lime juice \sf  culinary, dabu-dabu sambal \df a condiment of grated coconut ground with chiles and other spices \sf  culinary, dabu-dabu seri \df kind of side-dish made with chopped eggplant, coconut cream, tomato and other spices \sf  food"
1002,dada,noun,the flat interior surface of hands or feet <palm> <sole>,,,,,,,,,,,,,,,,body,,,,"tangang dadana \df palm (of the hand) \sf  body, tiol dadana \df sole (of the foot) \sf  body \af  badada-dada \ps  vi \df heaping full, filled to the rim (of containers, e.g., plates, etc.) \il  nggaeka sinanga sapinggang badada-dada a heaping plate of fried bananas"
1003,dadang,verb,"to roast or smoke s.t. (esp. fish) wrapped in leaves for a long time, to wrap s.t. in leaves for roasting",,,,,,,,,,,,,,,,,,,dadangi,
1004,dadang,verb,to roast s.t. for a long time for someone,Dadangi aku lao haiku,Roast me a fish,,,,,,,,,,,,,,,,,dadang akang,
1005,dadang,verb,to roast s.t. at someone's request,,,,,,,,,,,,,,,,,,,badadang,
1006,dadang,intransitive verb,to cook by roasting as a task,,,,,,,,,,,,,,,,,,,,
1007,dadang,,to make s.t. (beverage or food) last for a long time,si kani mudadang kofina ia sigodo,Kani made his coffee last and last,,,,,,,,,,,,,,,,,badadang,
1008,dadang,intransitive verb,to sip at liquids at infrequent intervals thus making the beverage last a long time,,,,,,,,,,,,,,,,,,,,
1009,dadap,noun,"kind of tree, probably the Indian coral tree",,,,,,,,,,,,,Erythrina variegata,,,plant,,,,
1010,dadi,intransitive verb,"to become, to be completed",batanga alengo itu dadi pocot,Its stem will become thick (fat),tala dadi ka bolung,Has it come to an end yet or not?,,,,,,,,,,,,,,,,"dadi bo: \df it will come to nothing, in vain, vainly \il  cece mo sigodo kamudiang dadi bo: Don't plan to do it afterwards; that will come to nothing. \ps  conj \df hence, thus \il  dadi kita sotu musi ada nang surat  Thus, if we were to pass by (the sentinel), there must be an accompanying letter. \af  padadi \ps  v \df to metamorphose s.t., to change the shape or characteristics of s.t. \il  Kupadadi diringku alu-alu  I changed myself to a barracuda \af  padadi akang \ps  v \df to change the state of s.t. \il  Padadi akang api ka sinanga nggaeka  Get that fire going and fry those bananas."
1011,dado,noun,aunt,,,,,,,,,,,,,,,,kinship,,bapa nang tua ina nang dado,,
1012,dadu,intransitive verb,light pink,,,,,,,,,,,,,,,,,,,padadui,
1013,dadu,verb,"to give s.t. a pink color, to increase the pinkness of s.t.",,,,,,,,,,,,,,,,color,,,,
1014,daera,noun,"region, vicinity",,,,,,,,,,,,,,,,,Indonesian,,,
1015,daeraji,noun,"male headgear, similar to a turban",,,,,,,,,,,,,,,archaic,,,,,
1016,daga,intransitive verb,to be thirsty,,,,,,,,,,,,,,,,,,,,
1017,daga,noun,thirst,,,,,,,,,,,,,,,,,,,,
1018,dagang,,,,,,,,,,,,,,,,,,,,,dagangi,
1019,dagang,verb,to offer s.t. for sale <sell>,,,,,,,,,,,,,,,,,,,dagang akang,
1020,dagang,verb,to peddle s.t. at someone's request,,,,,,,,,,,,,,,,,,,badagang,
1021,dagang,intransitive verb,to engage in peddling or commercial activity,,,,,,,,,,,,,,,,,,,,
1022,daging,noun,"meat, flesh",,,,,,,,,,,,,,,,,,,sadaging,
1023,daging,intransitive verb,"to be of the same family, to be related",,,,,,,,,,,,,,,,kinship,,,,
1024,dai,noun,forehead,,,,,,,,,,,,,,,,body,,,,
1025,dakap,transitive verb,to embrace s.t.,,,,,,,,,,,,,,,,,,,badakap,
1026,dakap,intransitive verb,to engage in hugging,,,,,,,,,,,,,,,,,,,,badakap nyawa \df to fold o.'s arms around o'.s chest \af  badakapang \ps  vi \df to hug e.o. \af  badabadakapang \ps  vi \df to be in mutual embraces for some time or intensively
1027,dake,,,,,,,,,,,,,,,,,,,,,dake akang,
1028,dake,transitive verb,to part (fighting parties),,,,,,,,,,,,,,,,,,,badake,
1029,dake,intransitive verb,to separate belligerent persons,,,,,,,,,,,,,,,,,,,,
1030,daki,noun,body grime,,,,,,,,,,,,,,,,,,,badaki,
1031,daki,verb,"to be grimey, to be covered with body grime",,,,,,,,,,,,,,,,,,,,
1032,dalam,noun,"interior <in> <inside>, confines <within>, during (a certain period of time)",kayuang dalama,in the forest,puasa dalama itu musi bakaya ga,During the month of Ramadan we must process sago too.,,,,,,,,,,,,,,"dalamai, indalang",,
1033,dalamai,verb,"to fill s.t. up, to fill with s.t.",,,,,,,,,,,,,,,,,,dalam,,
1034,dalang,,,,,,,,,,,,,,,,,,,,dalam,,
1035,dalapang,,,,,,,,,,,,,,,,,,,,dualapang,,
1036,dalikang,noun,hearth,,,,,,,,,,,,,,,,house,,mandapat,,
1037,dalima,noun,"kind of tree bearing edible fruit, the pomegranate,",,,,,,,,,,,,,Punica granatum L.],,,plant,,,,
1038,dalise,noun,"kind of fish, a snapper, the red emperor,",,,,,,,,,,,,,Lutjanus sebae,,,,,,,dalise tolap \df kind of fish \sf  fish
1039,dam,noun,checkers,,,,,,,,,,,,,,,,game,,,,
