no,headword,PoS,definition,example,translation,example.1,translation.1,example.2,translation.2,example.3,translation.3,example.4,translation.4,example.5,translation.5,scientific name,gram category,social context,semantic field,loanword,crm,af,id,Unnamed: 24,Unnamed: 25
4806,taul₃,intransitive verb,to gaze listlessly for a long time,,,,,,,,,,,,,,,,,,,tauli,,,FALSE
4807,taul₄,verb,"to look at something carefully, to inspect something, to check on someone, to watch over (a sick person)",Kutauli botang putus.,I watched for the island to appear.,papa to kapo mutauli kamí,"Father, you know, came to check on you.",,,,,,,,,,,,,,,panauliang,,,FALSE
4808,taul₅,noun,"someone who assists and cares for an old or infirm person, live-in companion, nurse or",,,,,,,,,,,,,,,,,,,,,,FALSE
4809,taung₁,noun,year,tolu taung,three years,,,,,,,,,,,,,,,,,,,,FALSE
4810,taung₂,,,,,,,,,,,,,,,,,,,,burung taung,,,,FALSE
4811,taur₁,verb,"to scatter something, to broadcast something (seed) <disperse>",,,,,,,,,,,,,,,,,,,tauri,,,FALSE
4812,taur₂,verb,to scatter something for someone,,,,,,,,,,,,,,,,,,,taur akang,,,FALSE
4813,taur₃,verb,to scatter something at someone's request,taur akang nggomi itu ka sana de itu,Throw that coconut residue over there,,,,,,,,,,,,,,,,,bataur,,,FALSE
4814,taur₄,intransitive verb,"to scatter as a task, e.g. to scatter rice for fowls",,,,,,,,,,,,,,,,,,,pataur akang,,,FALSE
4815,taur₅,verb,"to make a mess of something by dispersing it all over, to scatter something in a definitive way",,,,,,,,,,,,,,,,,,,nataur,,,FALSE
4816,taur₆,intransitive verb,to be scattered,Basaláng kering-kering ia nataur,"If it is too dry, it will disperse",,,,,,,,,,,,,,,,doit tataura,,,,FALSE
4817,taurung₁,intransitive verb,to be hungry,,,,,,,,,,,,,,,,,,,patarung akang,,,FALSE
4818,taurung₂,verb,to cause someone to be hungry (e.g. by serving a late lunch),,,,,,,,,,,,,,,,,,,,,,FALSE
4819,tautang₁,noun,medicine,,,,,,,,,,,,,,,,,,,tautangi,,,FALSE
4820,tautang₂,verb,to treat someone with medicine,,,,,,,,,,,,,,,,,,,tautang akang,,,FALSE
4821,tautang₃,verb,to treat someone at someone's request,,,,,,,,,,,,,,,,,,,tau-tautang akang,,,FALSE
4822,tautang₄,verb,to treat someone intensively,,,,,,,,,,,,,,,,,,,batautang,,,FALSE
4823,tautang₅,intransitive verb,to undergo medicinal treatment,,,,,,,,,,,,,,,,,,,,,,FALSE
4824,tayong,noun,"kind of sea urchin, the black long-spined sea urchin",,,,,,,,,,,,,Diadema setosum,,,sea creature,,duri babi,,"tayong batu \df kind of sea urchin, \sn Echinothrix  , incl. the banded long-spined sea urchin \sf  sea creature, tayong nggaoti \df kind of echinoderm, a seastar, the crown of thorns starfish, \sn Acanthaster planci \sf  sea creature",,FALSE
4825,tawáf,intransitive verb,"to circumambulate the Kaba in Mecca, one of the obligatory tasks of the pilgrims, to move around, to circle around, to encircle, to undertake a trip to several places <travel>, to wander",murabi kalero musi mutawáf,"If you're burning (coral) in a fire, you must continually",andekat ini tawáf di mana ni,Where is this child wandering now?,,,,,,,,,,,,,,,,,,FALSE
4826,te,noun,"tea, esp. with sugar",te loa-loa,tea without sugar or milk,,,,,,,,,,,,,,,,,,,,FALSE
4827,teli₁,noun,spine or lath of a piece of thatch to which the leaves are affixed,,,,,,,,,,,,,,,,,,teri,,,,FALSE
4828,teli₂,,,,,,,,,,,,,,,,,,,,,bateli-teli,bateli-teli fitana/ \df to spread gossip and rumors \crm  tial,,FALSE
4829,telor,intransitive verb,to have a speech defect,,,,,,,,,,,,,,,,,,,,,,FALSE
4830,tembal,noun,spout to drain rainwater from gutters,,,,,,,,,,,,,,,,house,,,,,,FALSE
4831,tembing₁,noun,river bank,,,,,,,,,,,,,,,,,,,batembing,,,FALSE
4832,tembing₂,intransitive verb,to slope downward (of land),,,,,,,,,,,,,,,,geography,,,,,,FALSE
4833,tempang,intransitive verb,lame,,,,,,,,,,,,,,,,health,,,,,,FALSE
4834,tempik₁,verb,to break something into pieces,Ia mutempik tarapesa.,He broke the chair.,,,,,,,,,,,,,,,,,tempiki,,,FALSE
4835,tempik₂,verb,to break something off for someone,tempiki baku,to break off a piece of sago bread,,,,,,,,,,,,,,,,,tempik akang,,,FALSE
4836,tempik₃,verb,to break something for someone,,,,,,,,,,,,,,,,,,,batempik,,,FALSE
4837,tempik₄,intransitive verb,to engage in breaking something up,batempik lalondang,to break up sugarcane (so it can be crushed easily),,,,,,,,,,,,,,,,,natempik,,,FALSE
4838,tempik₅,intransitive verb,to have been broken,,,,,,,,,,,,,,,,,,,,,,FALSE
4839,tempo-tempo,adverb,occasionally,,,,,,,,,,,,,,,,,Malay,sakali-sakali,,,,FALSE
4840,tenang,noun,kind of tree,,,,,,,,,,,,,,,,plant,,,,,,FALSE
4841,tentara,noun,"the armed forces, the military, soldier",,,,,,,,,,,,,,,,,,,,,,FALSE
4842,tentukan,verb,to determine,,,,,,,,,,,,,,,,,Indonesian,tantukang,,,,FALSE
4843,tenga,noun,"center, middle",,,,,,,,,,,,,,,,,Indonesian,,,,,FALSE
4844,tengahari,noun,"noontime, mid-day",,,,,,,,,,,,,,,,,Indonesian,,,,,FALSE
4845,tep,noun,tape-recorder,,,,,,,,,,,,,,,,,,,,,,FALSE
4846,terbang,,,,,,,,,,,,,,,,,,,,lapangang,,,,FALSE
4848,teri,noun,the lath around which a piece of palm thatch is made,,,,,,,,,,,,,,,,,,teli,,,,FALSE
4849,tes-tes,ideophone,sound of a light rain on the roof <pitter-patter>,,,,,,,,,,,,,,,,,,,,,,FALSE
4850,tete,noun,grandfather,,,,,,,,,,,,,,,,kinship,,,,,,FALSE
4851,tetes₁,noun,a drop,,,,,,,,,,,,,,,,,,,tetesi,,,FALSE
4852,tetes₂,verb,"to release in drops on something, to drip on something",tetesi tautang de mataku,Drip the medicine into my eye,,,,,,,,,,,,,,,,,tetes akang,,,FALSE
4853,tetes₃,verb,to release some liquid in drops for someone,,,,,,,,,,,,,,,,,,,,,,FALSE
4854,tewa-tewa,,,,,,,,,,,,,,,,,,,,aur tewa-tewa,,,,FALSE
4855,tial,verb,to connect or tie together something (e.g. rope),,,,,,,,,,,,,,,,,,,,"batial-tial fitana/ \df to spread gossip or rumors \crm  teli \af patial \ps  v \df to splice something, to secure connecting lashing \af  patial akang \ps  v \df to splice something for someone else \af  panialang \ps  n \df splice, connection",,FALSE
4856,tiang₁,noun,"mast, post",,,,,,,,,,,,,,,,boat,,,,tiang raja \df the main house post,,FALSE
4857,tiang₂,,,,,,,,,,,,,,,,,,,,,batiang,,,FALSE
4858,tiang₃,intransitive verb,"to be pregnant, gravid (of fish)",,,,,,,,,,,,,,,,health,,,patiang akang,,,FALSE
4859,tiang₄,verb,"to cause someone to be pregnant, to impregnate",,,,,,,,,,,,,,,,,,,,,,FALSE
4860,tiap₁,pronoun,every,,,,,,,,,,,,,,,,,,,,tiap-tiap \df every,,FALSE
4861,tiap₂,verb,"to count something, to calculate something",ia mutiap untunga,She was calculating her profit,,,,,,,,,,,,,,,,,batiap,,,FALSE
4862,tiap₃,intransitive verb,to engage in computing and counting,,,,,,,,,,,,,,,archaic,,,,,,,FALSE
4863,tiarap₁,intransitive verb,to lie face down,,,,,,,,,,,,,,,,,,,tiarap akang,,,FALSE
4864,tiarap₂,verb,to turn something face down,,,,,,,,,,,,,,,,,,,tatiarap,,,FALSE
4865,tiarap₃,intransitive verb,to have turned over (of a boat at sea) <capsize>,,,,,,,,,,,,,,,,,,,,,,FALSE
4866,tibas₁,verb,to split wood by striking the end with an axe and twisting  sideways <strike>,,,,,,,,,,,,,,,,,,,,,,FALSE
4867,tibas₂,noun,"splinter, a piece of wood twisted off a branch",kayu tibasa,a split of wood,,,,,,,,,,,,,,,,,tibasi,,,FALSE
4868,tibas₃,verb,to split something for someone,,,,,,,,,,,,,,,,,,,tibas akang,,,FALSE
4869,tibas₄,verb,to split something at someone's request,,,,,,,,,,,,,,,,,,,batibas,,,FALSE
4870,tibas₅,intransitive verb,to perform wood-splitting as a task or chore,sapatang itu di mansia kawing puda batibas kayu sigodo bapolu-polu,That night at the,,,,,,,,,,,,,,,,,,,,FALSE
4871,tida ada,intransitive verb,to be nonexistent,,,,,,,,,,,,,,,,,Indonesian,moyo,,,,FALSE
4872,tida bisa,particle,"impossible, forbidden",,,,,,,,,,,,,,,,,Indonesian,pauli,,,,FALSE
4873,tida perna,particle,never,,,,,,,,,,,,,,,,,Indonesian,bolung,,,,FALSE
4874,tidore,noun,"an island and city, Tidore, site of a former sultunate",,,,,,,,,,,,,,,,,,tadore,,,,FALSE
4875,tidu,verb,to sleep,,,,,,,,,,,,,,,,,,,,"tidu caya-caya \df to take a siesta, to take a nap during the day, tidu jat \df to fling one's arms and legs in sleep, to toss and turn, tidu ondo-ondo \df to take a siesta, to take a nap \af  tidui \ps  v \df to sleep on something or someone \il  sapi mutidui mut isampat tiola de bangkurunga ia Sapi slept all over Mut, with his feet resting on Mut's back. \af  tidu akang \ps  v \df to put someone to sleep (e.g., one's child, etc.) \crm  babolo \crm  jinak \crm  tidur",,FALSE
4876,tidur₁,,,,,,,,,,,,,,,,,,,,tidui,"tiduri, tidur akang",,,FALSE
4877,tidur₂,verb,"to put someone to sleep, to put something down flat",,,,,,,,,,,,,,,,,,,batidurang,,,FALSE
4878,tidur₃,intransitive verb,to sleep together in large numbers,,,,,,,,,,,,,,,,,,,tidurang,"tampa tidurang \df sleeping place, (e.g. bed) \af  katidurang \ps  n \df place of repose, sleeping place (e.g., bed, mat, etc.) \crm  tidu",,FALSE
4879,tijak,verb,"to step on, to tread",tijak rem,step on the brakes,,,,,,,,,,,,,,,,,,"tijak lecak \df a ceremony in the wedding ritual in which the marital couple first leaves the house as man and wife \af  tijaki \ps v \df to step on something \af  tijak akang \ps  v \df to step on something at another's request \af  batijakang \ps  vi \df to step on someone \af  bati-batijakang \ps  vi \df to step or tread on someone (of large numbers) \af  pani-panijakang \ps  n \df stepping-stone, foothold",,FALSE
4880,tikam₁,,,,,,,,,,,,,,,,,,,,,bapatikamang,,,FALSE
4881,tikam₂,intransitive verb,"to tell each other, to mutually inform, to exchange utterances",,,,,,,,,,,,,,,,,,,batitikamang,,,FALSE
4882,tikam₃,intransitive verb,to hold discussions,,,,,,,,,,,,,,,,,,batikang,,,,FALSE
4883,tikar,noun,kind of mat,,,,,,,,,,,,,,,,,,didit,,,,FALSE
4884,tikir,noun,gums,,,,,,,,,,,,,,,,body,,,,,,FALSE
4885,tikolok₁,noun,throat,,,,,,,,,,,,,,,,body,,,tikoloki,,,FALSE
4886,tikolok₂,verb,to call someone,,,,,,,,,,,,,,,,,,,tikolok akang,,,FALSE
4887,tikolok₃,verb,"to summon, to call",,,,,,,,,,,,,,,,,,,batikolok,,,FALSE
4888,tikolok₄,intransitive verb,to be engaged in shouting to call others or in summoning,guru batikolok imba: lut,The Quranic teacher summoned from over there 'Lut!',,,,,,,,,,,,,,,,,,,,FALSE
4889,tikus kupang,noun,"shrew, whose squeaking is similar to the ring of coins (i.e. kupang), fam.",,,,,,,,,,,,,,,,animal,,ompu ruma,,,,FALSE
4890,tilantang₁,,,,,,,,,,,,,,,,,,,,,tilantang akang,,,FALSE
4891,tilantang₂,verb,to lift something up while providing support under the back (e.g. of a child),,,,,,,,,,,,,,,,,,,titilantang,,,FALSE
4892,tilantang₃,intransitive verb,"to sleep on one's back, to be supine",,,,,,,,,,,,,,,,,,,tila-tilantang,,,FALSE
4893,tilantang₄,intransitive verb,to be lying on one's back for some time,,,,,,,,,,,,,,,,,,,,,,FALSE
4894,tilong₁,,,,,,,,,,,,,,,,,,,,,tilong akang,,,FALSE
4895,tilong₂,transitive verb,to roast something until crisp or charred,,,,,,,,,,,,,,,,culinary,,,batilong-tilong,,,FALSE
4896,tilong₃,intransitive verb,"burned crisp, charred and inedible",,,,,,,,,,,,,,,,culinary,,,,,,FALSE
4897,timamak,intransitive verb,"to scream from pain, to shriek while crying",,,,,,,,,,,,,,,,,,,,,,FALSE
4898,timba₁,verb,to bail something (water),,,,,,,,,,,,,,,,,Malay,,tatimba,,,FALSE
4899,timba₂,noun,bailing scoop,,,,,,,,,,,,,,,,,,,,,,FALSE
4900,timbangang,noun,a scale to measure weight,,,,,,,,,,,,,,,,,,,,,,FALSE
4901,timbul₁,intransitive verb,"to float, to rise to the surface",,,,,,,,,,,,,,,,,,,timbul akang,,,FALSE
4902,timbul₂,transitive verb,"to set afloat, to cause something to float",ada kalanya sodó itimbul akang itu bu:,There have been times when it reached a point,,,,,,,,,,,,,,,,,batimbul,,,FALSE
4903,timbul₃,intransitive verb,"to float for some time, to be characterized by the ability to float",pampenyu tu tala batimbul inycana,That sea turtle is floating over there.,,,,,,,,,,,,,,,,,,,,FALSE
4904,timu:,noun,"tin, lead",,,,,,,,,,,,,,,,,,,,"timu: nggoa \df lead, timu: puti \df tin \df sinker, lead weights of a net \sf  fishing",,FALSE
4905,timumung₁,verb,"to collect, to gather up",,,,,,,,,,,,,,,,,,,batimumung,,,FALSE
4906,timumung₂,intransitive verb,"to gather together, to collect in a crowd",jadi kita musi batimumung ka mai rame-rame,So we must gather together over here in,,,,,,,,,,,,,,,,,,,,FALSE
4907,timur,noun,"a point of the compass, east",,,,,,,,,,,,,,,,,,,,"timur laut \df a point of the compass, northeast, timur manunggara \df a point of the compass, east-southeast",,FALSE
4908,tindi₁,,,,,,,,,,,,,,,,,,,,,tindi:,,,FALSE
4909,tindi₂,verb,"to press down on something, to squeeze (a louse)",,,,,,,,,,,,,,,,,,,tindi akang,,,FALSE
4910,tindi₃,verb,to press something down at someone's request,,,,,,,,,,,,,,,,,,,batitindiang,,,FALSE
4911,tindi₄,intransitive verb,"to press against each other, e.g., in a jam-packed bus, or on a crowded bed, to be piled up on top of each other, e.g., logs or palm midribs in a pile",,,,,,,,,,,,,,,,,,,,,,FALSE
4912,tindi-tindi,noun,wooden cover of sago mold,,,,,,,,,,,,,,,,sago,,,,,,FALSE
4913,tiniku,noun,"(finger) nail, claw, talon",,,,,,,,,,,,,,,,body,,,,,,FALSE
4914,tiniku tinggi,noun,kind of female vampire,,,,,,,,,,,,,,,,,,,,,,FALSE
4915,tintiau₁,noun,"kind of cake made with sago, coconut cream, and other ingredients",,,,,,,,,,,,,,,,sago,,,,,,FALSE
4915,tintiau₂,noun,"kind of cake made with sago, coconut cream, and other ingredients",,,,,,,,,,,,,,,,food,,,,,,FALSE
4916,tintis,noun,"kind of small red bird, similar to a parrot",,,,,,,,,,,,,,,,bird,,,,,,FALSE
4917,tingada,intransitive verb,to gaze upward,,,,,,,,,,,,,,,,,,,tingada akang,,,FALSE
4918,tiwadak,noun,kind of jackfruit,,,,,,,,,,,,,Artocarpus champeden,,,plant,,naka,,,,FALSE
4919,to: tu,pronoun,that one there,,,,,,,,,,,,,,,,,,,,,,FALSE
4920,toang,noun,"kind of fish, the white trevally",,,,,,,,,,,,,Caranx nobilis,,,fish,,,,,,FALSE
4921,toap₁,verb,to steam something,,,,,,,,,,,,,,,,culinary,,,toapi,,,FALSE
4922,toap₂,verb,to steam something specific,,,,,,,,,,,,,,,,,,,toap akang,,,FALSE
4923,toap₃,verb,to steam something for someone,,,,,,,,,,,,,,,,,,,batoap,,,FALSE
4924,toap₄,intransitive verb,"to be engaged in steaming foods, to undergo a ritual and medicinal steaming process in which the patient, usually a",,,,,,,,,,,,,,,,,,,panoapang,,,FALSE
4925,toap₅,noun,"utensils used for steaming, the place where steaming takes place <steamer>, e.g. the",,,,,,,,,,,,,,,,,,,,,,FALSE
4926,tobaua,noun,"someone who does not learn from unpleasant experiences, recalcitrant, unrepentant",,,,,,,,,,,,,,,,,,,,,,FALSE
4927,tobelo canga,noun,"a sobriquet for mean and belligerent persons, esp. children",,,,,,,,,,,,,,,,,,canga,,,,FALSE
4928,tobok₁,verb,"to stab with a knife, esp. with an underhand lunge, to perforate (a blister), to skewer something",,,,,,,,,,,,,,,,,,,toboki,,,FALSE
4929,tobok₂,verb,to stab or perforate something specific (for someone),,,,,,,,,,,,,,,,,,,toboki akang,,,FALSE
4930,tobok₃,verb,to stab something at someone's request,toboki akang wowo hapanggal ka mai,Skewer a piece of mango and give it to me,,,,,,,,,,,,,,,,,tobok akang,,,FALSE
4931,tobok₄,verb,to jab or perforate something at someone's request,kau mutobok akang duriku di tiol,Can you jab at (and pry out) that thorn in my foot?,,,,,,,,,,,,,,,,,batobok,,,FALSE
4932,tobok₅,intransitive verb,"to stab as a task, e.g. to hunt and kill deer",,,,,,,,,,,,,,,,,,,bato-batobokang,,,FALSE
4933,tobok₆,intransitive verb,to stab someone,,,,,,,,,,,,,,,,,,,,,,FALSE
4934,tobus₁,verb,to redeem something pawned,,,,,,,,,,,,,,,,,,,tobusi,,,FALSE
4935,tobus₂,verb,to redeem something for someone,,,,,,,,,,,,,,,,,,,tobus akang,,,FALSE
4936,tobus₃,verb,to redeem something at another's request,,,,,,,,,,,,,,,,,,,tobusi akang,,,FALSE
4937,tobus₄,verb,to redeem something for someone at another's request,mutobusi akang masiku de pa kardi,Redeem my gold for me at Kardi's goldshop,,,,,,,,,,,,,,,,,,,,FALSE
4938,tobusala,noun,kind of cane or reed used for plaiting,,,,,,,,,,,,,,,,,,,,,,FALSE
4939,todu₁,intransitive verb,"calm (of the sea), quiet",,,,,,,,,,,,,,,,,,,todu akang,,,FALSE
4940,todu₂,verb,to cause something to sedimentate,,,,,,,,,,,,,,,,,,,batodu,,,FALSE
4941,todu₃,intransitive verb,to seek shelter,istiár cece mo haiwán duduk indalang batodu,Make sure no animal is inside seeking,basaláng ujang kita batodu de jojaga si ripai,"If it rains, we'll shelter in Rivai's garden",,,,,,,,,,,,,,,,,,FALSE
4942,tofahe,intransitive verb,"to be cooked very dry (of rice, the grains of which do not adhere, of sago bread that",,,,,,,,,,,,,,,,,,,,,,FALSE
4943,tofor-tofor,intransitive verb,shallow,,,,,,,,,,,,,,,,,Malay,lande,,,,FALSE
4944,tofu₁,verb,"to pile up, to collect something",,,,,,,,,,,,,,,,,,,batofu-tofu,,,FALSE
4945,tofu₂,intransitive verb,"to crowd, to collect in large numbers, to be heaped up, to have been collected in large numbers",,,,,,,,,,,,,,,,,,,,,,FALSE
4946,togal₁,noun,kind of drum and violin music,,,,,,,,,,,,,,,,,,,batogal,,,FALSE
4947,togal₂,intransitive verb,to play or dance to such music,,,,,,,,,,,,,,,,,,,,,,FALSE
4948,togas,intransitive verb,"to spin in place, to gyrate, to go and very much later return",,,,,,,,,,,,,,,,,,,,,,FALSE
4949,togor₁,intransitive verb,hard,,,,,,,,,,,,,,,,,,,togori,,,FALSE
4950,togor₂,verb,to harden something for someone else,,,,,,,,,,,,,,,,,,,patogori,,,FALSE
4951,togor₃,verb,"to harden something (e.g. sago bread by sunning it), to increase the hardness of something",,,,,,,,,,,,,,,,,,,patogori akang,,,FALSE
4952,togor₄,verb,to carefully harden or toughen something at someone's request,,,,,,,,,,,,,,,,,,,togor-togor,,,FALSE
4953,togor₅,intransitive verb,brackish (of water),,,,,,,,,,,,,,,,,,,batogor-togor,,,FALSE
4954,togor₆,intransitive verb,to be characteristically very hard,,,,,,,,,,,,,,,,,,saloban,,,,FALSE
4955,toguhi akang,verb,"to perform some task or do something with great intensity, to concentrate on something",,,,,,,,,,,,,,,,,,,,,,FALSE
4956,toguhu,intransitive verb,"intense, perspicacious",,,,,,,,,,,,,,,,,,,,,,FALSE
4957,togór₁,verb,"to greet someone, to say hello (when passing by someone)",,,,,,,,,,,,,,,,,,,batogórang,,,FALSE
4958,togór₂,verb,"to exchange greetings, to say hello to someone",,,,,,,,,,,,,,,,,,buai,,,,FALSE
4959,tohoko,noun,kind of bird,,,,,,,,,,,,,,,,bird,,,,,,FALSE
4960,tojung₁,verb,to leap on a level surface,,,,,,,,,,,,,,,,,,,tojungi,,,FALSE
4961,tojung₂,verb,"to leap at someone, to jump in front of someone, to pounce on something",,,,,,,,,,,,,,,,,,,tojung akang,,,FALSE
4962,tojung₃,verb,to leap in front of someone,,,,,,,,,,,,,,,,,,,tojung-tojung,,,FALSE
4963,tojung₄,verb,"to repeatedly jump, to dance with leaping movements",,,,,,,,,,,,,,,,,,,,,,FALSE
4964,toki,verb,"to rap, esp. with a downward thrust of the knuckles",,,,,,,,,,,,,,,,,,"koke, antuk",,,,FALSE
4965,toko,noun,"shop, store",,,,,,,,,,,,,,,,,,,,,,FALSE
4966,tola bumi,,,,,,,,,,,,,,,,,,,,tola gumi,,,,FALSE
4967,tola gumi,verb,"to open up new land, to prepare forest land",,,,,,,,,,,,,,,,,,marentes,,,,FALSE
4968,tolap,noun,kind of fish,,,,,,,,,,,,,,,,fish,,,,,,FALSE
4969,tolban₁,noun,kind of sponge cake made of sago flour and egg,,,,,,,,,,,,,,,,sago,,,,,,FALSE
4969,tolban₂,noun,kind of sponge cake made of sago flour and egg,,,,,,,,,,,,,,,,food,,,,,,FALSE
4970,tolo-tolo,noun,the whorl of one's hair,,,,,,,,,,,,,,,,,,,,,,FALSE
4971,tolouro,noun,kind of fish,,,,,,,,,,,,,Megalaspis cordyla,,,fish,,,,,,FALSE
4972,tolu,numeral,three,sapíl tolu,thirteen,,,,,,,,,,,,,,,,,,,,FALSE
4973,tolur₁,noun,egg,,,,,,,,,,,,,,,,,,,batolur,,,FALSE
4974,tolur₂,intransitive verb,to lay eggs,,,,,,,,,,,,,,,,,,,panolurang,,,FALSE
